PublicationCode,OutputType,PublicationYear,PublicationTitle,Publisher,Outlet,ISSNISBN,Volume,Issue,StartPage,EndPage,ScopusId,DOI,AuthorAssignedForCode1,AuthorAssignedForCode2,AuthorAssignedForCode3
1000172xPUB10,Journals,2006,Brain metabolic markers reflect susceptibility status in cytokine gene knockout mice with murine cerebral malaria.,Elsevier,International Journal for Parasitology,0020-7519,36,13,1409,1418,2-s2.0-33749238497,10.1016/j.ijpara.2006.07.004,110199,110803,110902
